Sl No,District,Market,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Date
11600,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,2000,1600,16-07-2018
11601,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,2000,1800,14-08-2019
11602,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,2000,1800,25-10-2019
11603,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1500,1600,1550,02-12-2020
11604,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1500,1800,1700,18-07-2022
11605,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1500,2000,1800,17-12-2022
11606,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1500,2100,1900,28-08-2024
11607,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,1800,1700,21-12-2022
11608,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2000,1800,01-03-2021
11609,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2000,1800,11-02-2019
11610,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2000,1800,15-12-2022
11611,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2000,1800,20-04-2024
11612,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2200,1900,13-02-2024
11613,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1700,1900,1800,20-02-2021
11614,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1700,2300,2000,21-01-2021
11615,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1800,2000,1900,05-02-2024
11616,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1800,2200,2000,07-06-2023
11617,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1800,2200,2000,08-04-2024
11618,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1800,2500,2100,29-10-2020
11619,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,500,1400,1000,07-09-2024
11620,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,500,1500,1000,01-01-2025
11621,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,500,1600,1100,01-08-2024
11622,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,500,1600,1100,11-05-2024
11623,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,500,1600,1200,19-04-2022
11624,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,500,1800,1200,03-05-2024
11625,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,500,2000,1200,13-02-2024
11626,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,500,2000,1300,01-06-2024
11627,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,500,2000,1300,16-11-2024
11628,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,500,2000,1400,17-11-2023
11629,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,500,2000,1500,03-09-2022
11630,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,500,2100,1600,28-12-2023
11631,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,500,2500,1500,20-11-2024
11632,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,600,1600,1000,24-04-2024
11633,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,600,2000,1500,26-09-2022
11634,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,800,1200,900,28-04-2025
11635,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,800,1300,1000,23-12-2020
11636,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,800,1800,1300,19-09-2024
11637,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,800,3000,2500,22-06-2022
11638,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,1000,2500,1800,14-10-2024
11639,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,1000,2500,2000,16-06-2022
11640,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,1000,2800,2000,06-07-2024
11641,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,1000,2800,2000,29-05-2024
11642,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,1000,3500,2500,16-10-2024
11643,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,1000,3600,2600,28-06-2023
11644,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,1000,7000,5000,05-07-2023
11645,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,1200,2100,1200,23-06-2020
11646,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,1500,2300,1900,13-12-2023
11647,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,1500,3500,2500,18-10-2024
11648,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,1500,4500,3000,26-06-2024
11649,Bangalore,Channapatana,Tomato,Tomato,FAQ,100,2500,2000,12-12-2023
11650,Bangalore,Channapatana,Tomato,Tomato,FAQ,150,200,175,30-04-2021
11651,Bangalore,Channapatana,Tomato,Tomato,FAQ,150,250,200,01-05-2021
11652,Bangalore,Channapatana,Tomato,Tomato,FAQ,160,220,190,24-04-2021
11653,Bangalore,Channapatana,Tomato,Tomato,FAQ,200,500,350,03-03-2022
11654,Bangalore,Channapatana,Tomato,Tomato,FAQ,250,500,400,12-02-2020
11655,Bangalore,Channapatana,Tomato,Tomato,FAQ,250,500,400,19-05-2021
11656,Bangalore,Channapatana,Tomato,Tomato,FAQ,250,550,400,02-10-2023
11657,Bangalore,Channapatana,Tomato,Tomato,FAQ,250,550,400,05-03-2022
11658,Bangalore,Channapatana,Tomato,Tomato,FAQ,250,550,400,22-03-2022
11659,Bangalore,Channapatana,Tomato,Tomato,FAQ,250,600,450,08-06-2021
11660,Bangalore,Channapatana,Tomato,Tomato,FAQ,300,500,400,28-08-2019
11661,Bangalore,Channapatana,Tomato,Tomato,FAQ,300,550,400,17-02-2020
11662,Bangalore,Channapatana,Tomato,Tomato,FAQ,300,600,450,28-05-2021
11663,Bangalore,Channapatana,Tomato,Tomato,FAQ,300,600,450,29-08-2019
11664,Bangalore,Channapatana,Tomato,Tomato,FAQ,300,600,500,18-02-2022
11665,Bangalore,Channapatana,Tomato,Tomato,FAQ,300,650,450,28-07-2022
11666,Bangalore,Channapatana,Tomato,Tomato,FAQ,300,750,500,03-08-2021
11667,Bangalore,Channapatana,Tomato,Tomato,FAQ,300,750,500,16-07-2022
11668,Bangalore,Channapatana,Tomato,Tomato,FAQ,300,750,550,14-09-2023
11669,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,1600,1500,08-12-2020
11670,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,1600,1500,27-05-2025
11671,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,1600,1500,30-11-2020
11672,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,1700,1600,16-12-2019
11673,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,1800,1600,02-01-2020
11674,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,1800,1600,11-07-2018
11675,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,1800,1600,19-11-2019
11676,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,1800,1600,22-02-2019
11677,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,2000,1800,11-03-2019
11678,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1500,2000,1800,16-03-2019
11679,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,1800,1700,15-02-2021
11680,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,1800,1700,29-08-2020
11681,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2000,1800,02-09-2024
11682,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2000,1800,04-11-2020
11683,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2000,1800,14-01-2020
11684,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2000,1800,26-02-2021
11685,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2100,1700,10-09-2024
11686,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2200,1900,16-02-2024
11687,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2200,2000,13-02-2019
11688,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2400,2000,12-11-2024
11689,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2400,2200,13-09-2022
11690,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1700,1900,1800,01-09-2022
11691,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1700,2100,2000,10-11-2022
11692,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1800,2200,2000,12-06-2023
11693,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1900,2300,2100,17-06-2023
11694,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2200,2100,17-12-2020
11695,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2200,2100,21-11-2022
11696,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2400,2200,04-05-2024
11697,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2400,2200,17-05-2024
11698,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2400,2200,26-08-2020
11699,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,15-11-2023
11700,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,17-10-2022
11701,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,18-04-2022
11702,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,18-01-2023
11703,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,19-10-2019
11704,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2600,2200,23-12-2024
11705,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2600,2300,06-08-2019
11706,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,3000,2500,03-05-2019
11707,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,3000,2500,26-04-2019
11708,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2200,2900,2600,23-09-2022
11709,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2200,3000,2800,13-05-2019
11710,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2300,2500,2400,16-12-2020
11711,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2300,2600,2400,27-12-2023
11712,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2300,3000,2700,26-09-2022
11713,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2400,2600,2500,22-06-2020
11714,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2400,2700,2500,15-03-2023
11715,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1800,2600,2200,19-11-2024
11716,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2400,2200,01-08-2018
11717,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,09-11-2020
11718,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,12-12-2022
11719,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2800,2400,25-09-2024
11720,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,3000,2500,11-06-2019
11721,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,3100,2500,15-12-2023
11722,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,3400,3000,30-04-2019
11723,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2100,2400,2200,23-01-2023
11724,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2200,2500,2300,15-12-2020
11725,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2200,2600,2400,05-11-2019
11726,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2200,2600,2400,07-08-2019
11727,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2200,2600,2400,09-09-2020
11728,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2400,2800,2600,08-09-2020
11729,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,2800,2700,27-04-2022
11730,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3000,2700,10-01-2022
11731,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3000,2700,11-01-2022
11732,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3500,3000,14-09-2020
11733,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3500,3000,18-05-2019
11734,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2600,2800,2700,10-07-2020
11735,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2600,3000,2800,11-10-2022
11736,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2600,3100,2800,03-01-2024
11737,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2700,3000,2900,01-10-2020
11738,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2700,3300,3000,22-10-2024
11739,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2900,3100,3000,12-12-2023
11740,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3000,3500,3200,05-01-2022
11741,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3000,3500,3200,14-01-2019
11742,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3000,5100,4400,20-06-2022
11743,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3100,3600,3300,04-01-2022
11744,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3100,5200,4500,18-06-2022
11745,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3500,4500,4000,09-10-2024
11746,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3700,4200,3900,31-12-2021
11747,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3700,4200,4000,22-11-2023
11748,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3800,4000,3900,27-10-2021
11749,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3800,4300,4100,12-07-2024
11750,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3900,4700,4300,10-07-2024
11751,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,4000,4200,4100,03-06-2024
11752,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,4000,4400,4200,05-07-2024
11753,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,4000,5000,4500,31-05-2019
11754,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,4400,5000,4700,28-12-2021
11755,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,5000,6000,5500,18-10-2024
11756,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,5200,5400,5300,15-07-2020
11757,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,6000,7000,6500,18-06-2024
11758,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,8000,10000,9000,07-07-2023
11759,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,8600,9600,9100,21-07-2023
11760,Chamrajnagar,Chamaraj Nagar,Tomato,Hybrid,FAQ,200,400,300,21-02-2022
11761,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3000,2700,01-08-2024
11762,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3000,2800,01-10-2022
11763,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3000,2800,07-01-2019
11764,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3000,2800,18-08-2023
11765,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3500,3000,14-05-2019
11766,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3500,3000,20-05-2019
11767,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3500,3000,21-10-2024
11768,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2700,3200,2900,08-01-2024
11769,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2800,3300,3000,09-01-2024
11770,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2900,3200,3000,29-09-2020
11771,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3000,3400,3200,26-09-2020
11772,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3000,3400,3200,27-11-2023
11773,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3000,4000,3500,06-11-2021
11774,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3000,4000,3700,04-11-2021
11775,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3600,4000,3800,12-11-2021
11776,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,4000,4400,4200,18-11-2021
11777,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,4000,4500,4200,17-11-2021
11778,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,4200,5200,4700,12-05-2022
11779,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,5000,6000,5500,29-11-2021
11780,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,5200,5800,5500,17-12-2021
11781,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,8000,10000,9000,26-07-2023
11782,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,8500,9000,8800,10-08-2023
11783,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,Ref grade-1,1200,1600,1400,05-02-2025
11784,Chamrajnagar,Chamaraj Nagar,Tomato,Hybrid,FAQ,200,400,300,22-02-2022
11785,Chamrajnagar,Chamaraj Nagar,Tomato,Hybrid,FAQ,1200,1400,1300,20-01-2022
11786,Chamrajnagar,Chamaraj Nagar,Tomato,Hybrid,FAQ,2500,5500,4200,30-12-2021
11787,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,400,300,01-08-2022
11788,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,400,300,07-06-2021
11789,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,400,300,11-05-2021
11790,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,400,300,12-05-2021
11791,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,400,300,18-05-2021
11792,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,400,300,26-05-2021
11793,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,400,300,30-04-2021
11794,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,500,350,06-04-2021
11795,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,500,350,25-04-2023
11796,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,500,400,19-04-2021
11797,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,600,200,12-05-2020
11798,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,600,400,04-05-2023
11799,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,600,400,28-03-2023
11800,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,700,400,27-03-2023
11801,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,800,500,08-04-2023
11802,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,1000,600,15-03-2024
11803,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,1000,600,18-03-2024
11804,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,1100,700,09-10-2020
11805,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,1200,750,02-03-2021
11806,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,300,500,300,20-04-2020
11807,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,300,600,300,25-04-2020
11808,Chamrajnagar,Chamaraj Nagar,Tomato,Hybrid,FAQ,200,600,400,17-03-2021
11809,Chamrajnagar,Chamaraj Nagar,Tomato,Hybrid,FAQ,200,700,400,15-03-2021
11810,Chamrajnagar,Chamaraj Nagar,Tomato,Hybrid,FAQ,200,800,500,12-03-2021
11811,Chamrajnagar,Chamaraj Nagar,Tomato,Hybrid,FAQ,200,1200,750,06-03-2021
11812,Chamrajnagar,Chamaraj Nagar,Tomato,Hybrid,FAQ,300,600,450,14-02-2022
11813,Chamrajnagar,Chamaraj Nagar,Tomato,Hybrid,FAQ,1200,1600,1400,18-01-2022
11814,Chamrajnagar,Chamaraj Nagar,Tomato,Hybrid,FAQ,2000,4800,3500,13-11-2021
11815,Chamrajnagar,Chamaraj Nagar,Tomato,Hybrid,FAQ,2000,5500,3750,01-12-2021
11816,Chamrajnagar,Chamaraj Nagar,Tomato,Hybrid,FAQ,2000,7000,5000,13-12-2021
11817,Chamrajnagar,Chamaraj Nagar,Tomato,Hybrid,FAQ,2500,3000,2800,28-10-2021
11818,Chamrajnagar,Chamaraj Nagar,Tomato,Hybrid,FAQ,2500,9000,6000,08-12-2021
11819,Chamrajnagar,Chamaraj Nagar,Tomato,Hybrid,FAQ,3200,3600,3400,09-11-2021
11820,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,400,300,01-03-2022
11821,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,400,300,06-05-2021
11822,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,400,300,07-04-2020
11823,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,400,300,07-03-2022
11824,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,400,300,07-05-2021
11825,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,400,300,09-06-2021
11826,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,400,300,10-06-2021
11827,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,400,300,15-06-2021
11828,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,400,300,30-03-2022
11829,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,500,350,01-04-2022
11830,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,500,350,11-08-2022
11831,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,500,350,21-04-2023
11832,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,500,350,23-11-2022
11833,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,500,350,24-04-2023
11834,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,700,450,21-09-2023
11835,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,800,500,05-12-2022
11836,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,800,500,10-12-2022
11837,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,900,500,06-12-2022
11838,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,1000,600,02-03-2024
11839,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,200,1000,600,14-03-2024
11840,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,300,800,500,28-11-2022
11841,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,300,800,600,02-08-2021
11842,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,300,800,600,13-07-2021
11843,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,300,900,600,16-07-2021
11844,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,300,1000,600,23-02-2024
11845,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,300,1100,700,05-03-2024
11846,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,300,1200,800,30-07-2021
11847,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,300,1200,1000,29-12-2020
11848,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,300,1300,800,17-12-2020
11849,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,400,600,400,14-05-2020
11850,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,400,900,700,21-06-2021
11851,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,400,900,750,12-02-2022
11852,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,400,1000,600,31-08-2021
11853,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,400,1000,700,06-09-2023
11854,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,400,1200,800,30-12-2020
