Sl No,District,Market,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Date
7921,Bellary,Hospet,Tomato,Tomato,Medium,400,400,400,2018-10-27
7922,Bellary,Hospet,Tomato,Tomato,Medium,600,600,600,2021-07-12
7923,Bellary,Hospet,Tomato,Tomato,Medium,1200,1200,1200,2021-07-27
7924,Dharwad,Hubli (Amaragol),Tomato,Tomato,FAQ,300,700,500,2020-04-28
7925,Dharwad,Hubli (Amaragol),Tomato,Tomato,FAQ,350,700,500,2020-05-07
7926,Dharwad,Hubli (Amaragol),Tomato,Tomato,FAQ,400,800,600,2020-06-10
7927,Dharwad,Hubli (Amaragol),Tomato,Tomato,FAQ,500,1000,700,2020-06-01
7928,Mysore,Hunsur,Tomato,Tomato,FAQ,1000,1000,1000,2022-12-01
7929,Mysore,Hunsur,Tomato,Tomato,FAQ,1000,1000,1000,2021-06-02
7930,Mysore,Hunsur,Tomato,Tomato,FAQ,1000,1000,1000,2021-08-05
7931,Mysore,Hunsur,Tomato,Tomato,FAQ,1000,1000,1000,2022-12-06
7932,Mysore,Hunsur,Tomato,Tomato,FAQ,1000,1000,1000,2022-12-14
7933,Mysore,Hunsur,Tomato,Tomato,FAQ,1000,1000,1000,2021-06-19
7934,Mysore,Hunsur,Tomato,Tomato,FAQ,1000,1000,1000,2021-05-19
7935,Mysore,Hunsur,Tomato,Tomato,FAQ,1000,1000,1000,2021-08-31
7936,Mysore,Hunsur,Tomato,Tomato,FAQ,1000,1500,1200,2022-08-29
7937,Mysore,Hunsur,Tomato,Tomato,FAQ,1000,2000,1500,2022-04-01
7938,Mysore,Hunsur,Tomato,Tomato,FAQ,1000,2000,1500,2022-01-24
7939,Mysore,Hunsur,Tomato,Tomato,FAQ,1000,2000,2000,2022-02-07
7940,Mysore,Hunsur,Tomato,Tomato,FAQ,1000,3000,2000,2022-03-15
7941,Mysore,Hunsur,Tomato,Tomato,FAQ,1200,1800,1500,2022-01-27
7942,Mysore,Hunsur,Tomato,Tomato,FAQ,1200,4000,4000,2022-01-29
7943,Mysore,Hunsur,Tomato,Tomato,FAQ,1500,1500,1500,2020-08-26
7944,Mysore,Hunsur,Tomato,Tomato,FAQ,2000,2000,2000,2021-02-01
7945,Mysore,Hunsur,Tomato,Tomato,FAQ,2000,2000,2000,2021-02-16
7946,Mysore,Hunsur,Tomato,Tomato,FAQ,2000,2000,2000,2022-11-16
7947,Mysore,Hunsur,Tomato,Tomato,FAQ,2000,2000,2000,2023-11-16
7948,Mysore,Hunsur,Tomato,Tomato,FAQ,2000,2000,2000,2021-01-19
7949,Mysore,Hunsur,Tomato,Tomato,FAQ,2000,2000,2000,2021-02-22
7950,Mysore,Hunsur,Tomato,Tomato,FAQ,2000,2000,2000,2021-10-30
7951,Mysore,Hunsur,Tomato,Tomato,FAQ,2000,3000,2100,2022-06-23
7952,Mysore,Hunsur,Tomato,Tomato,FAQ,2000,4000,3000,2022-09-03
7953,Mysore,Hunsur,Tomato,Tomato,FAQ,2500,4000,3000,2022-01-01
7954,Mysore,Hunsur,Tomato,Tomato,FAQ,3000,3000,3000,2022-10-20
7955,Mysore,Hunsur,Tomato,Tomato,FAQ,3000,4000,3800,2022-09-14
7956,Mysore,Hunsur,Tomato,Tomato,FAQ,3100,4000,3400,2022-04-30
7957,Mysore,Hunsur,Tomato,Tomato,FAQ,4000,4000,4000,2021-11-04
7958,Mysore,Hunsur,Tomato,Tomato,FAQ,4000,4000,4000,2021-11-08
7959,Mysore,Hunsur,Tomato,Tomato,FAQ,4000,4000,4000,2021-11-10
7960,Bangalore,Channapatana,Tomato,Tomato,FAQ,500,1000,800,2021-08-21
7961,Bangalore,Channapatana,Tomato,Tomato,FAQ,500,1100,800,2023-10-12
7962,Bangalore,Channapatana,Tomato,Tomato,FAQ,500,1150,900,2022-12-27
7963,Bangalore,Channapatana,Tomato,Tomato,FAQ,500,1200,750,2022-04-11
7964,Bangalore,Channapatana,Tomato,Tomato,FAQ,500,1250,900,2023-03-18
7965,Bangalore,Channapatana,Tomato,Tomato,FAQ,500,1500,1000,2023-03-13
7966,Bangalore,Channapatana,Tomato,Tomato,FAQ,550,1000,800,2023-10-20
7967,Bangalore,Channapatana,Tomato,Tomato,FAQ,550,1150,800,2018-06-27
7968,Bangalore,Channapatana,Tomato,Tomato,FAQ,550,1300,1000,2022-11-26
7969,Bangalore,Channapatana,Tomato,Tomato,FAQ,600,900,750,2023-01-05
7970,Bangalore,Channapatana,Tomato,Tomato,FAQ,600,1150,800,2022-12-10
7971,Bangalore,Channapatana,Tomato,Tomato,FAQ,600,1200,800,2022-02-15
7972,Bangalore,Channapatana,Tomato,Tomato,FAQ,600,1250,900,2018-12-12
7973,Bangalore,Channapatana,Tomato,Tomato,FAQ,600,1350,1000,2020-06-14
7974,Bangalore,Channapatana,Tomato,Tomato,FAQ,600,1500,900,2018-06-14
7975,Bangalore,Channapatana,Tomato,Tomato,FAQ,650,1250,1000,2020-12-08
7976,Bangalore,Channapatana,Tomato,Tomato,FAQ,650,1250,1000,2020-12-26
7977,Bangalore,Channapatana,Tomato,Tomato,FAQ,650,1350,1100,2020-10-31
7978,Bangalore,Channapatana,Tomato,Tomato,FAQ,650,1400,1100,2022-12-03
7979,Bangalore,Channapatana,Tomato,Tomato,FAQ,700,1000,850,2020-12-02
7980,Bangalore,Channapatana,Tomato,Tomato,FAQ,700,1300,1000,2020-06-01
7981,Bangalore,Channapatana,Tomato,Tomato,FAQ,700,1400,1050,2022-11-02
7982,Bangalore,Channapatana,Tomato,Tomato,FAQ,750,1250,1000,2023-05-11
7983,Bangalore,Channapatana,Tomato,Tomato,FAQ,750,1250,1000,2023-10-25
7984,Bangalore,Channapatana,Tomato,Tomato,FAQ,750,1400,1200,2020-12-29
7985,Bangalore,Channapatana,Tomato,Tomato,FAQ,750,1500,1200,2023-08-31
7986,Bangalore,Channapatana,Tomato,Tomato,FAQ,750,1500,1250,2019-08-01
7987,Bangalore,Channapatana,Tomato,Tomato,FAQ,750,1500,1250,2020-06-02
7988,Bangalore,Channapatana,Tomato,Tomato,FAQ,750,1600,1250,2020-07-21
7989,Bangalore,Channapatana,Tomato,Tomato,FAQ,750,1750,1250,2020-01-18
7990,Bangalore,Channapatana,Tomato,Tomato,FAQ,800,1200,1000,2019-03-18
7991,Bangalore,Channapatana,Tomato,Tomato,FAQ,850,1650,1300,2023-10-27
7992,Bangalore,Channapatana,Tomato,Tomato,FAQ,900,1400,1150,2018-11-08
7993,Bangalore,Channapatana,Tomato,Tomato,FAQ,900,1400,1200,2018-08-21
7994,Bangalore,Channapatana,Tomato,Tomato,FAQ,900,1600,1250,2020-10-08
7995,Bangalore,Channapatana,Tomato,Tomato,FAQ,900,1600,1300,2020-10-24
7996,Bangalore,Channapatana,Tomato,Tomato,FAQ,1000,1750,1500,2019-07-27
7997,Bangalore,Channapatana,Tomato,Tomato,FAQ,1000,2000,1500,2022-01-27
7998,Bangalore,Channapatana,Tomato,Tomato,FAQ,1000,2250,2000,2020-09-30
7999,Bangalore,Channapatana,Tomato,Tomato,FAQ,1000,2500,1750,2019-07-22
8000,Bangalore,Channapatana,Tomato,Tomato,FAQ,1000,3000,2000,2019-05-25
8001,Bangalore,Channapatana,Tomato,Tomato,FAQ,1100,1600,1300,2018-06-23
8002,Bangalore,Channapatana,Tomato,Tomato,FAQ,1250,2250,1900,2023-06-05
8003,Bangalore,Channapatana,Tomato,Tomato,FAQ,1250,2500,1750,2023-02-01
8004,Bangalore,Channapatana,Tomato,Tomato,FAQ,1250,2500,2000,2023-01-24
8005,Bangalore,Channapatana,Tomato,Tomato,FAQ,1250,2500,2000,2022-08-29
8006,Bangalore,Channapatana,Tomato,Tomato,FAQ,1250,2700,2500,2023-12-09
8007,Bangalore,Channapatana,Tomato,Tomato,FAQ,1250,2750,2000,2023-12-11
8008,Bangalore,Channapatana,Tomato,Tomato,FAQ,1250,3000,2000,2019-05-22
8009,Bangalore,Channapatana,Tomato,Tomato,FAQ,1250,3000,2250,2019-05-14
8010,Bangalore,Channapatana,Tomato,Tomato,FAQ,1250,3000,2250,2021-10-27
8011,Mysore,Hunsur,Tomato,Tomato,FAQ,4000,4000,4000,2021-12-17
8012,Mysore,Hunsur,Tomato,Tomato,FAQ,4000,4000,4000,2023-01-20
8013,Mysore,Hunsur,Tomato,Tomato,FAQ,4000,4000,4000,2021-12-27
8014,Mysore,Hunsur,Tomato,Tomato,FAQ,4000,4000,4000,2021-11-29
8015,Mysore,Hunsur,Tomato,Tomato,FAQ,4000,4000,4000,2022-09-29
8016,Mysore,Hunsur,Tomato,Tomato,FAQ,4000,5000,5000,2021-12-09
8017,Mandya,K.R. Pet,Tomato,Tomato,FAQ,160,160,160,2019-09-17
8018,Mandya,K.R. Pet,Tomato,Tomato,FAQ,200,200,200,2019-10-11
8019,Mandya,K.R. Pet,Tomato,Tomato,FAQ,200,200,200,2019-04-13
8020,Mandya,K.R. Pet,Tomato,Tomato,FAQ,200,200,200,2019-02-15
8021,Mandya,K.R. Pet,Tomato,Tomato,FAQ,200,200,200,2019-02-24
8022,Mandya,K.R. Pet,Tomato,Tomato,FAQ,200,200,200,2019-04-26
8023,Mandya,K.R. Pet,Tomato,Tomato,FAQ,200,200,200,2019-02-26
8024,Mandya,K.R. Pet,Tomato,Tomato,FAQ,200,200,200,2019-10-29
8025,Mandya,K.R. Pet,Tomato,Tomato,FAQ,320,320,320,2019-12-10
8026,Mandya,K.R. Pet,Tomato,Tomato,FAQ,320,320,320,2019-08-27
8027,Mandya,K.R. Pet,Tomato,Tomato,FAQ,500,500,500,2021-07-02
8028,Mandya,K.R. Pet,Tomato,Tomato,FAQ,500,500,500,2021-06-24
8029,Mandya,K.R. Pet,Tomato,Tomato,FAQ,500,700,500,2025-03-20
8030,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2025-01-01
8031,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2022-09-01
8032,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2024-09-01
8033,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2023-07-02
8034,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2025-01-07
8035,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2025-05-07
8036,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2021-03-08
8037,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2020-09-08
8038,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2022-12-11
8039,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2023-06-12
8040,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2023-03-12
8041,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2025-05-12
8042,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2023-02-14
8043,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2023-10-16
8044,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2022-08-19
8045,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2022-09-19
8046,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2021-04-20
8047,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2024-08-20
8048,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2021-09-21
8049,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2023-01-23
8050,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2023-05-23
8051,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2021-09-24
8052,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2024-09-24
8053,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2023-09-25
8054,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2024-08-26
8055,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2023-04-28
8056,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2025-05-30
8057,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1000,1000,2022-10-30
8058,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,1200,1000,2025-01-02
8059,Mandya,K.R. Pet,Tomato,Tomato,FAQ,1000,2500,1000,2022-07-05
8060,Mandya,K.R. Pet,Tomato,Tomato,FAQ,2000,2000,2000,2024-06-06
8061,Mandya,K.R. Pet,Tomato,Tomato,FAQ,2000,2000,2000,2024-05-10
8062,Mandya,K.R. Pet,Tomato,Tomato,FAQ,2000,2000,2000,2024-06-13
8063,Mandya,K.R. Pet,Tomato,Tomato,FAQ,2000,2000,2000,2024-05-13
8064,Mandya,K.R. Pet,Tomato,Tomato,FAQ,2000,2000,2000,2021-12-14
8065,Mandya,K.R. Pet,Tomato,Tomato,FAQ,2000,2000,2000,2024-07-18
8066,Mandya,K.R. Pet,Tomato,Tomato,FAQ,2000,2000,2000,2024-06-20
8067,Mandya,K.R. Pet,Tomato,Tomato,FAQ,2000,2000,2000,2023-11-28
8068,Mandya,K.R. Pet,Tomato,Tomato,FAQ,3000,3000,3000,2021-12-31
8069,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,500,500,500,2020-04-13
8070,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,500,500,500,2020-05-16
8071,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,500,500,500,2020-05-19
8072,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,500,500,500,2020-05-27
8073,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,500,500,500,2020-05-29
8074,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,500,600,530,2019-08-16
8075,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,500,750,561,2019-09-22
8076,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,500,1500,583,2019-09-18
8077,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,600,600,600,2020-05-30
8078,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,700,700,700,2023-09-26
8079,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,778,778,778,2023-10-06
8080,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,800,1000,850,2020-06-09
8081,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,833,833,833,2023-10-27
8082,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,900,900,900,2020-06-05
8083,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,1000,1000,1000,2020-04-12
8084,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,1000,1000,1000,2020-07-17
8085,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,1000,1200,1100,2020-06-18
8086,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,1000,1500,1167,2019-07-31
8087,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,1000,1500,1250,2019-07-15
8088,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,1000,1500,1333,2019-07-05
8089,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,1786,1786,1786,2024-01-05
8090,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,1944,1944,1944,2023-12-19
8091,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,2000,2333,2211,2023-12-16
8092,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,2333,2333,2333,2024-09-23
8093,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,2500,2500,2500,2024-01-11
8094,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,3125,3125,3125,2024-07-05
8095,Mysore,K.R.Nagar,Tomato,Tomato,FAQ,4375,4375,4375,2024-07-23
8096,Chikmagalur,Kadur,Tomato,Tomato,FAQ,370,1071,555,2020-03-26
8097,Chikmagalur,Kadur,Tomato,Tomato,FAQ,400,1000,714,2020-04-01
8098,Chikmagalur,Kadur,Tomato,Tomato,FAQ,423,833,714,2020-12-30
8099,Chikmagalur,Kadur,Tomato,Tomato,FAQ,434,500,476,2020-04-04
8100,Chikmagalur,Kadur,Tomato,Tomato,FAQ,434,555,500,2020-04-18
8101,Chikmagalur,Kadur,Tomato,Tomato,FAQ,444,615,469,2020-04-09
8102,Chikmagalur,Kadur,Tomato,Tomato,FAQ,500,500,500,2020-03-13
8103,Chikmagalur,Kadur,Tomato,Tomato,FAQ,500,555,543,2020-04-17
8104,Chikmagalur,Kadur,Tomato,Tomato,FAQ,526,892,833,2021-08-31
8105,Chikmagalur,Kadur,Tomato,Tomato,FAQ,526,1041,714,2021-08-13
8106,Chikmagalur,Kadur,Tomato,Tomato,FAQ,526,1041,833,2021-09-14
8107,Chikmagalur,Kadur,Tomato,Tomato,FAQ,555,740,617,2021-07-29
8108,Chikmagalur,Kadur,Tomato,Tomato,FAQ,555,882,781,2020-07-03
8109,Chikmagalur,Kadur,Tomato,Tomato,FAQ,555,925,555,2021-04-20
8110,Chikmagalur,Kadur,Tomato,Tomato,FAQ,555,1189,769,2022-12-05
8111,Chikmagalur,Kadur,Tomato,Tomato,FAQ,588,641,641,2021-03-10
8112,Chikmagalur,Kadur,Tomato,Tomato,FAQ,588,1041,667,2021-02-01
8113,Chikmagalur,Kadur,Tomato,Tomato,FAQ,588,1190,1014,2021-03-18
8114,Chikmagalur,Kadur,Tomato,Tomato,FAQ,594,1189,666,2021-06-25
8115,Chikmagalur,Kadur,Tomato,Tomato,FAQ,625,925,714,2021-02-23
8116,Chikmagalur,Kadur,Tomato,Tomato,FAQ,666,1041,667,2023-10-19
8117,Chikmagalur,Kadur,Tomato,Tomato,FAQ,666,1388,666,2021-03-16
8118,Chikmagalur,Kadur,Tomato,Tomato,FAQ,666,2777,979,2021-02-15
8119,Chikmagalur,Kadur,Tomato,Tomato,FAQ,667,1041,667,2022-03-24
8120,Chikmagalur,Kadur,Tomato,Tomato,FAQ,694,695,694,2023-10-10
8121,Chikmagalur,Kadur,Tomato,Tomato,FAQ,710,710,710,2023-04-12
8122,Chikmagalur,Kadur,Tomato,Tomato,FAQ,714,857,833,2022-08-02
8123,Chikmagalur,Kadur,Tomato,Tomato,FAQ,714,1041,833,2021-01-30
8124,Chikmagalur,Kadur,Tomato,Tomato,FAQ,725,1281,833,2022-07-29
8125,Chikmagalur,Kadur,Tomato,Tomato,FAQ,735,1281,883,2022-08-12
8126,Chikmagalur,Kadur,Tomato,Tomato,FAQ,757,1041,833,2023-03-31
8127,Chikmagalur,Kadur,Tomato,Tomato,FAQ,833,1388,833,2022-12-29
8128,Chikmagalur,Kadur,Tomato,Tomato,FAQ,833,1586,1087,2023-05-20
8129,Chikmagalur,Kadur,Tomato,Tomato,FAQ,862,1500,1176,2020-07-16
8130,Chikmagalur,Kadur,Tomato,Tomato,FAQ,909,909,909,2022-11-19
8131,Chikmagalur,Kadur,Tomato,Tomato,FAQ,909,1666,1112,2022-02-07
8132,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1034,1111,1034,2020-01-20
8133,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1041,1388,1041,2023-01-31
8134,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1041,1388,1250,2022-11-07
8135,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1041,1666,1388,2023-02-27
8136,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1111,4165,2777,2021-11-02
8137,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1189,1281,1189,2022-09-22
8138,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1189,1388,1189,2023-06-02
8139,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1190,1190,1190,2020-08-20
8140,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1190,3570,2380,2020-10-27
8141,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1322,2856,2040,2020-11-12
8142,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1332,1387,1332,2023-06-22
8143,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1332,2777,1666,2022-10-10
8144,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1333,2775,1850,2022-09-26
8145,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1360,2856,1360,2020-10-05
8146,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1388,1850,1514,2022-07-04
8147,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1388,2800,1850,2023-06-26
8148,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1666,1666,1666,2022-05-05
8149,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1666,2379,2081,2022-01-07
8150,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1666,2775,2000,2022-01-21
8151,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1666,2775,2083,2022-01-11
8152,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1788,2777,2379,2022-05-16
8153,Chikmagalur,Kadur,Tomato,Tomato,FAQ,1850,2524,2000,2022-06-29
8154,Chikmagalur,Kadur,Tomato,Tomato,FAQ,2000,2000,2000,2023-06-21
8155,Chikmagalur,Kadur,Tomato,Tomato,FAQ,2000,2000,2000,2022-04-26
8156,Chikmagalur,Kadur,Tomato,Tomato,FAQ,2081,2777,2379,2021-12-24
8157,Chikmagalur,Kadur,Tomato,Tomato,FAQ,2081,4165,2379,2021-12-13
8158,Chikmagalur,Kadur,Tomato,Tomato,FAQ,2081,4165,2777,2021-12-09
8159,Chikmagalur,Kadur,Tomato,Tomato,FAQ,2273,2500,2379,2023-12-04
8160,Chikmagalur,Kadur,Tomato,Tomato,FAQ,2500,4165,2777,2022-06-07
8161,Chikmagalur,Kadur,Tomato,Tomato,FAQ,2775,2775,2775,2022-04-27
8162,Chikmagalur,Kadur,Tomato,Tomato,FAQ,2775,4165,3330,2021-11-26
8163,Chikmagalur,Kadur,Tomato,Tomato,FAQ,3330,4165,3330,2022-05-18
8164,Chikmagalur,Kadur,Tomato,Tomato,FAQ,4163,4165,4163,2022-05-27
8165,Chikmagalur,Kadur,Tomato,Tomato,FAQ,4163,5550,4545,2023-08-14
8166,Chikmagalur,Kadur,Tomato,Tomato,FAQ,6250,8333,7142,2023-08-08
8167,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,80,170,130,2021-08-18
8168,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,100,200,150,2022-02-10
8169,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,100,400,250,2024-11-07
8170,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,120,250,200,2021-08-16
8171,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,220,320,250,2022-02-05
8172,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,250,350,290,2022-01-12
8173,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,250,500,375,2024-03-01
8174,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,250,500,375,2025-02-15
8175,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,250,500,375,2025-02-21
8176,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,250,750,500,2024-03-22
8177,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,250,750,500,2025-01-24
8178,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,250,900,575,2024-03-30
8179,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,250,1000,625,2023-09-01
8180,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,250,1000,625,2024-03-16
8181,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,250,1250,750,2024-01-29
8182,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,250,3500,1875,2024-11-08
8183,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,300,1500,1000,2023-04-12
8184,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,350,1250,800,2023-11-04
8185,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,350,2000,1175,2023-12-13
8186,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,400,550,500,2021-10-06
8187,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,400,700,500,2023-01-04
8188,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,400,700,550,2021-10-18
8189,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,400,1750,1075,2024-09-06
8190,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,400,2000,1200,2024-11-15
8191,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,400,2000,1200,2024-05-23
8192,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,400,2000,1200,2023-12-27
8193,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,400,3000,1700,2024-12-07
8194,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,500,700,600,2025-05-20
8195,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,500,900,750,2022-12-28
8196,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,500,2000,1250,2024-11-16
8197,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,500,2000,1250,2023-08-30
8198,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,500,3000,1750,2024-06-18
8199,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,500,5000,2750,2024-10-07
8200,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,500,5000,2750,2024-07-12
8201,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,600,800,700,2025-05-26
8202,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,600,1100,850,2022-11-30
8203,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,700,1200,1000,2022-04-22
8204,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,700,1300,1200,2022-08-25
8205,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,700,1800,1500,2022-04-20
8206,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,800,1500,1100,2023-01-19
8207,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,1000,2000,1500,2023-02-10
8208,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,1000,3000,2000,2024-11-11
8209,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,1000,6000,3500,2024-07-13
8210,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,1000,6000,3500,2024-07-15
8211,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,1500,1800,1600,2022-07-20
8212,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,1500,2000,1750,2023-02-15
8213,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,1500,2600,1700,2022-08-16
8214,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,1600,4500,3500,2022-05-19
8215,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,2000,3000,2500,2023-03-17
8216,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,2000,3000,2500,2022-09-30
8217,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,2000,5000,3500,2022-10-12
8218,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,2000,8500,6500,2022-05-24
8219,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,2000,8500,6500,2022-05-26
8220,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,2200,3000,2650,2022-09-23
8221,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,2560,3850,2980,2022-10-15
8222,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,2900,3800,3000,2022-07-27
8223,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,5000,6000,5500,2022-11-03
8224,Kalburgi,Kalburgi,Tomato,Tomato,FAQ,6000,7800,6580,2022-11-10
